,code,day,pe_ratio,pb_ratio,ps_ratio,pcf_ratio
1178,002717.XSHE,2017-09-29,34.2882,4.3186,3.8588,-125.7763
1179,002718.XSHE,2017-09-29,38.2021,4.8171,8.7729,-22.4242
1180,002719.XSHE,2017-09-29,199.0466,3.1113,6.1211,-9.4865
1181,002721.XSHE,2017-09-29,59.3082,4.1834,0.8641,-19.9713
1182,002722.XSHE,2017-09-29,51.4815,3.7447,3.3456,508.0112
1183,002723.XSHE,2017-09-29,418.8417,6.2638,4.4488,142.2076
1184,002724.XSHE,2017-09-29,60.2256,4.6725,7.5482,94.6181
1185,002725.XSHE,2017-09-29,82.9516,3.1864,4.0678,-26.4971
1186,002726.XSHE,2017-09-29,36.297,4.7468,1.4564,17.2227
1187,002727.XSHE,2017-09-29,28.8686,4.1317,1.5508,-50.3036
1188,002728.XSHE,2017-09-29,38.1461,4.4075,5.9039,403.1988
1189,002729.XSHE,2017-09-29,141.4295,10.2481,25.0992,-156.8094
1190,002730.XSHE,2017-09-29,108.6572,5.3277,6.7353,83.3249
1191,002731.XSHE,2017-09-29,37.4529,2.9407,1.6662,33.9597
1192,002732.XSHE,2017-09-29,43.5016,5.7589,4.348,-62.5656
1193,002733.XSHE,2017-09-29,58.5856,3.2113,2.676,9.7705
1194,002734.XSHE,2017-09-29,33.5806,2.7671,3.4803,34.6768
1195,002735.XSHE,2017-09-29,74.2545,5.6984,6.1801,-1176.545
1196,002736.XSHE,2017-09-29,25.6707,2.5461,9.3287,-4.5704
1197,002737.XSHE,2017-09-29,29.5796,3.5715,2.5666,23.713
1198,002738.XSHE,2017-09-29,99.198,8.9342,12.1999,516.2183
1199,002739.XSHE,2017-09-29,42.1743,5.4853,5.0496,-200.655
1200,002740.XSHE,2017-09-29,45.8907,2.2968,1.9983,9.2838
1201,002741.XSHE,2017-09-29,82.5209,6.0767,5.7421,26.1027
1202,002742.XSHE,2017-09-29,38.8685,5.1078,4.5499,120.473
1203,002743.XSHE,2017-09-29,94.2076,2.3717,1.7265,12.6184
1204,002745.XSHE,2017-09-29,39.9848,4.6610000000000005,3.5519,-10.0185
1205,002746.XSHE,2017-09-29,25.6993,2.5794,2.4198,12.8376
1206,002747.XSHE,2017-09-29,136.2579,8.1864,13.7936,125.4534
1207,002748.XSHE,2017-09-29,24.1805,4.0028,3.8231,259.9174
1208,002749.XSHE,2017-09-29,32.6301,6.5864,7.9208,-3322.8464
1209,002750.XSHE,2017-09-29,57.2723,7.2860000000000005,17.6162,-50.8063
1210,002751.XSHE,2017-09-29,330.461,11.7307,8.7283,-196.9988
1211,002752.XSHE,2017-09-29,55.3528,5.0683,4.1904,-541.4345
1212,002753.XSHE,2017-09-29,32.5555,4.955,3.3311,37.9323
1213,002755.XSHE,2017-09-29,274.5091,5.9668,11.3576,-27.3591
1214,002756.XSHE,2017-09-29,35.2739,3.1864,2.8006,110.9344
1215,002757.XSHE,2017-09-29,45.6761,5.0206,6.6226,56.7487
1216,002758.XSHE,2017-09-29,63.2724,4.9126,2.0898,-55.3351
1217,002759.XSHE,2017-09-29,69.658,3.7374,17.1526,181.8588
1218,002760.XSHE,2017-09-29,-288.2124,5.3971,8.3069,-44.9759
1219,002761.XSHE,2017-09-29,242.6951,6.8538,6.6111,123.5471
1220,002762.XSHE,2017-09-29,58.4468,4.8411,10.9269,-16.4415
1221,002763.XSHE,2017-09-29,27.9808,3.9299,3.2337,21.8075
1222,002765.XSHE,2017-09-29,35.8983,4.2592,3.9252,18.2596
1223,002766.XSHE,2017-09-29,83.6414,4.6914,7.4291,86.9821
1224,002767.XSHE,2017-09-29,86.1481,5.5581,12.6564,-157.056
1225,002768.XSHE,2017-09-29,40.3731,7.2033,4.0574,-158.0711
1226,002769.XSHE,2017-09-29,39.8042,5.348,1.587,28.3635
1227,002770.XSHE,2017-09-29,58.0577,3.8781,6.2956,23.5787
1228,002771.XSHE,2017-09-29,62.343,6.8717,5.0344,-99.0777
1229,002772.XSHE,2017-09-29,32.8154,2.0622,7.5542,79.1038
1230,002773.XSHE,2017-09-29,63.6069,11.4315,12.7842,42.879
1231,002774.XSHE,2017-09-29,49.8957,4.4608,5.4361,-1446.3591
1232,002775.XSHE,2017-09-29,29.2645,4.033,2.5378,48.8646
1233,002776.XSHE,2017-09-29,46.4796,2.9123,8.2221,26.8946
1234,002777.XSHE,2017-09-29,69.3941,13.0178,10.3683,92.0642
1235,002778.XSHE,2017-09-29,73.221,3.9721,4.1599,252.5753
1236,002779.XSHE,2017-09-29,94.0312,4.7918,6.946000000000001,-159.3588
1237,002780.XSHE,2017-09-29,104.4314,7.7252,8.0835,77.9382
1238,002781.XSHE,2017-09-29,56.0033,3.9168,1.9594,-116.9253
1239,002782.XSHE,2017-09-29,162.439,10.2242,9.9996,-75.4877
1240,002783.XSHE,2017-09-29,39.123000000000005,3.5949,4.2161,10.4797
1241,002785.XSHE,2017-09-29,145.1065,5.4411,3.8487,492.543
1242,002786.XSHE,2017-09-29,61.5493,4.8437,1.8316,-143.8995
1243,002787.XSHE,2017-09-29,47.9005,4.7015,3.9743,-55.5033
1244,002788.XSHE,2017-09-29,35.1493,3.11,0.6056,-176.8102
1245,002789.XSHE,2017-09-29,42.5542,3.3051,1.4479,31.7433
1246,002790.XSHE,2017-09-29,27.7718,3.6285,5.8198,37.311
1247,002791.XSHE,2017-09-29,28.4839,2.9194,2.5473,-29.5616
1248,002792.XSHE,2017-09-29,53.0628,5.1949,7.6254,224.4951
1249,002793.XSHE,2017-09-29,35.2591,5.6533,5.4313,222.4604
1250,002795.XSHE,2017-09-29,73.9166,7.8456,9.5335,-25.2685
1251,002796.XSHE,2017-09-29,68.0945,5.8781,5.2279,28.5011
1252,002797.XSHE,2017-09-29,85.3512,5.1063,21.4536,-57.5604
1253,002798.XSHE,2017-09-29,65.90899999999999,6.4707,8.2191,-35.6864
1254,002799.XSHE,2017-09-29,142.7037,6.6388,8.0931,-21.0844
1255,002800.XSHE,2017-09-29,66.7303,6.5366,3.2091,-128.2956
1256,002801.XSHE,2017-09-29,49.5947,6.8499,10.5266,-29.0307
1257,002802.XSHE,2017-09-29,59.5971,7.0823,11.4017,-14.8582
1258,002803.XSHE,2017-09-29,94.1303,9.4813,6.1173,402.1337
1259,002805.XSHE,2017-09-29,161.9484,6.6735,13.3499,135.3653
1260,002806.XSHE,2017-09-29,146.9797,9.8512,8.8102,171.9449
1261,002807.XSHE,2017-09-29,22.6491,2.0053,7.0796,2.15
1262,002808.XSHE,2017-09-29,79.0451,6.1692,10.8607,59.032
1263,002809.XSHE,2017-09-29,66.7895,4.8255,9.1565,44.7352
1264,002810.XSHE,2017-09-29,52.4118,4.1953,4.4975,18.6667
1265,002811.XSHE,2017-09-29,71.4916,4.499,3.3863,18.7753
1266,002812.XSHE,2017-09-29,109.7948,11.0794,14.4273,51.3193
1267,002813.XSHE,2017-09-29,159.7049,7.6622,6.6077,-74.4584
1268,002815.XSHE,2017-09-29,35.9921,6.6931,5.2896,87.5487
1269,002816.XSHE,2017-09-29,118.2369,6.1042,8.6682,27.7211
1270,002817.XSHE,2017-09-29,66.9023,4.874,10.8615,27.7492
1271,002818.XSHE,2017-09-29,26.9771,4.1497,13.2314,27.9745
1272,002819.XSHE,2017-09-29,135.811,8.1717,4.9212,139.715
1273,002820.XSHE,2017-09-29,43.7009,4.0393,8.5714,-32.5935
1274,002821.XSHE,2017-09-29,48.0213,7.5513,11.6999,18.5492
1275,002822.XSHE,2017-09-29,41.57899999999999,3.4156,2.3049,9.7597
1276,002823.XSHE,2017-09-29,33.259,4.5709,3.9076,25.4076
1277,002824.XSHE,2017-09-29,57.2222,5.9019,5.2804,115.7033
1278,002825.XSHE,2017-09-29,62.5724,5.8441,5.6249,20.9124
1279,002826.XSHE,2017-09-29,77.2897,7.1239,9.1248,39.7623
1280,002827.XSHE,2017-09-29,38.2513,6.3223,9.7332,17.1152
1281,002828.XSHE,2017-09-29,47.8676,3.6618,6.8182,14.3231
1282,002829.XSHE,2017-09-29,82.4006,8.5688,21.1724,52.2081
1283,002830.XSHE,2017-09-29,67.4703,6.2552,4.9555,14.3616
1284,002831.XSHE,2017-09-29,27.4803,6.1049,4.1445,22.9048
1285,002832.XSHE,2017-09-29,37.0251,4.1185,5.8805,9.1407
1286,002833.XSHE,2017-09-29,40.8799,10.1768,12.4607,-328.5481
1287,002835.XSHE,2017-09-29,58.863,5.3332,6.6117,20.7669
1288,002836.XSHE,2017-09-29,88.7551,11.7021,17.7507,104.3172
1289,002837.XSHE,2017-09-29,63.5307,7.6425,8.0683,33.167
1290,002838.XSHE,2017-09-29,58.6771,6.2443,5.5165,149.7029
1291,002839.XSHE,2017-09-29,34.415,3.0556,9.9679,-2.8680000000000003
1292,002840.XSHE,2017-09-29,45.4246,4.7463,1.1418,963.4616
1293,002841.XSHE,2017-09-29,41.846000000000004,13.6204,3.5505,49.8803
1294,002842.XSHE,2017-09-29,90.9376,7.2876,6.9043,71.1064
1295,002843.XSHE,2017-09-29,72.0122,5.4632,11.4587,181.5536
1296,002845.XSHE,2017-09-29,53.6595,7.64,2.2952,53.1557
1297,002846.XSHE,2017-09-29,66.8347,7.0141,9.6243,85.3046
1298,002847.XSHE,2017-09-29,62.4405,8.795,6.9619,20.2238
1299,002848.XSHE,2017-09-29,115.7184,4.8046,4.7211,33.4409
1300,002849.XSHE,2017-09-29,65.5701,6.704,8.4019,19.8024
1301,002850.XSHE,2017-09-29,54.0216,5.7791,8.0696,26.1
1302,002851.XSHE,2017-09-29,65.8059,5.7615,5.827000000000001,68.4586
1303,002852.XSHE,2017-09-29,43.4661,4.0225,2.5689,-165.0349
1304,002853.XSHE,2017-09-29,66.8275,8.4568,9.7121,40.74
1305,002855.XSHE,2017-09-29,56.6454,3.2175,2.3978,39.198
1306,002856.XSHE,2017-09-29,64.3877,5.0202,3.7781,21.4252
1307,002857.XSHE,2017-09-29,59.964,6.2741,11.1802,23.7068
1308,002858.XSHE,2017-09-29,89.7325,8.4555,12.0266,19.0692
1309,002859.XSHE,2017-09-29,58.4672,7.8415,11.1993,64.9975
1310,002860.XSHE,2017-09-29,43.0029,5.6677,11.0227,12.8728
1311,002861.XSHE,2017-09-29,38.4898,4.5973,6.2235,22.658
1312,002862.XSHE,2017-09-29,56.2398,4.9621,5.8981,46.6901
1313,002863.XSHE,2017-09-29,43.1123,3.7305,1.3821,42.6697
1314,002865.XSHE,2017-09-29,49.13,3.502,2.7683,107.00399999999999
1315,002866.XSHE,2017-09-29,47.6386,5.3654,7.4261,10.2295
1316,002867.XSHE,2017-09-29,28.467,4.9057,4.2051,10.0874
1317,002868.XSHE,2017-09-29,41.2668,4.9498,8.9239,67.9038
1318,002869.XSHE,2017-09-29,41.4947,5.0732,7.6801,8.5476
1319,002870.XSHE,2017-09-29,31.5587,4.5234,3.9293,54.5008
1320,002871.XSHE,2017-09-29,47.5665,5.5029,10.224,95.5342
1321,002872.XSHE,2017-09-29,30.6474,2.4194,3.2955,8.6239
1322,002873.XSHE,2017-09-29,48.1918,5.0826,4.4811,10.2256
1323,002875.XSHE,2017-09-29,38.3896,4.1662,3.2961,8.6762
1324,002876.XSHE,2017-09-29,73.2483,7.2809,7.3413,13.7712
1325,002877.XSHE,2017-09-29,68.4066,5.6819,11.411,14.0416
1326,002878.XSHE,2017-09-29,55.0704,6.4256,4.279,13.6681
1327,002879.XSHE,2017-09-29,45.1731,4.0161,9.2616,7.5246
1328,002880.XSHE,2017-09-29,45.1019,6.1792,11.7412,11.9327
1329,002881.XSHE,2017-09-29,77.8199,8.4643,7.4303,16.7123
1330,002882.XSHE,2017-09-29,46.3369,5.1837,3.312,14.6877
1331,002883.XSHE,2017-09-29,55.9585,7.6659,12.4194,14.4025
1332,002884.XSHE,2017-09-29,28.3698,3.9635,4.9393,-560.4607
1333,002885.XSHE,2017-09-29,50.5816,5.5673,3.6322,12.5986
1334,002886.XSHE,2017-09-29,53.6701,5.0701,4.6668,13.9308
1335,002887.XSHE,2017-09-29,37.8263,4.3404,8.9252,1561.621
1336,002888.XSHE,2017-09-29,64.2273,6.117999999999999,10.0017,875.8136
1337,002889.XSHE,2017-09-29,40.8154,3.6668,0.5489,37.662
1338,002890.XSHE,2017-09-29,64.2734,5.0385,8.1802,181.8524
1339,002891.XSHE,2017-09-29,48.1363,5.6084,4.2383,-105.6147
1340,002892.XSHE,2017-09-29,56.0817,7.1383,7.0775,-244.0572
1341,002893.XSHE,2017-09-29,42.4493,5.1306,3.4767,-105.5906
1342,002895.XSHE,2017-09-29,88.1698,6.8514,11.4271,-5115.251
1343,002896.XSHE,2017-09-29,80.7088,7.5384,10.1999,-215.0164
1344,002897.XSHE,2017-09-29,52.4179,4.9248,5.2415,1020.2114
1345,002898.XSHE,2017-09-29,76.7493,8.0128,18.3742,2165.0664
1346,002899.XSHE,2017-09-29,56.6304,6.1043,6.7944,80.6182
1347,002900.XSHE,2017-09-29,50.4827,5.0974,11.6231,155.2072
1348,002901.XSHE,2017-09-29,48.9435,10.0949,23.2019,993.2427
1349,002902.XSHE,2017-09-29,31.4279,2.8429,2.0247,97.3218
1350,300001.XSHE,2017-09-29,65.8476,6.0975,2.6631,65.9288
1351,300002.XSHE,2017-09-29,53.3226,2.9548,5.462000000000001,134.9809
1352,300003.XSHE,2017-09-29,48.0317,6.5521,9.6335,110.3203
1353,300004.XSHE,2017-09-29,34.7551,1.8167,7.0396,-48.5851
1354,300005.XSHE,2017-09-29,44.2621,2.4381,2.1673,-10.876
1355,300006.XSHE,2017-09-29,317.7762,3.4982,5.3542,-187.3391
1356,300007.XSHE,2017-09-29,52.0326,4.0339,4.2257,24.7202
1357,300008.XSHE,2017-09-29,65.4478,3.0423,6.2945,130.056
1358,300009.XSHE,2017-09-29,55.5188,8.9684,13.4433,-170.1061
1359,300010.XSHE,2017-09-29,37.9809,2.0422,5.2483,-13.159
1360,300011.XSHE,2017-09-29,65.4374,2.846,6.8717,215.7503
1361,300012.XSHE,2017-09-29,59.2923,3.108,3.9858,20.0778
1362,300013.XSHE,2017-09-29,58.2492,3.9191,6.4704,126.8706
1363,300014.XSHE,2017-09-29,54.7306,10.0646,7.5598,-2453.625
1364,300015.XSHE,2017-09-29,59.5921,12.4621,8.2515,-185.2551
1365,300016.XSHE,2017-09-29,150.4044,4.9635,9.3368,-76.2141
1366,300017.XSHE,2017-09-29,26.9334,3.8398,6.0222,81.363
1367,300018.XSHE,2017-09-29,38.9657,2.7486,10.902999999999999,50.4544
1368,300019.XSHE,2017-09-29,50.8197,5.1266,5.1699,144.3188
1369,300020.XSHE,2017-09-29,236.1257,2.734,4.8142,384.5225
1370,300021.XSHE,2017-09-29,81.0191,4.2905,5.5232,-11.7053
1371,300022.XSHE,2017-09-29,-87.5824,10.9138,0.7284,-155.5341
1372,300023.XSHE,2017-09-29,55.023,3.5638,5.2349,7.8863
1373,300024.XSHE,2017-09-29,78.8587,5.8366,15.3222,-70.4345
1374,300025.XSHE,2017-09-29,52.986000000000004,4.346,2.7338,30.2516
1375,300026.XSHE,2017-09-29,20.9023,2.1288,3.6923,-611.9595
1376,300027.XSHE,2017-09-29,26.8653,2.6603,7.1796,213.8259
1377,300028.XSHE,2017-09-29,-50.2976,7.678999999999999,43.0203,-51.9098
1378,300029.XSHE,2017-09-29,-23.2061,10.8448,14.6734,151.1037
1379,300030.XSHE,2017-09-29,118.5583,3.6060000000000003,6.5382,12.982999999999999
1380,300031.XSHE,2017-09-29,46.1138,3.5985,5.1983,-26.7544
1381,300032.XSHE,2017-09-29,47.2505,2.4451,3.5109,7.4748
1382,300033.XSHE,2017-09-29,29.6286,12.23,19.7589,77.6763
1383,300034.XSHE,2017-09-29,76.9637,5.0956,9.7768,-78.7364
1384,300035.XSHE,2017-09-29,145.1042,4.6879,21.0477,-254.9408
1385,300036.XSHE,2017-09-29,55.855,4.9308,7.9868,-28.4004
1386,300037.XSHE,2017-09-29,38.2735,4.4495,5.8386,71.5723
1387,300038.XSHE,2017-09-29,74.2494,1.8969999999999998,11.3467,22.5056
1388,300039.XSHE,2017-09-29,26.9319,3.3629,4.9772,-91.4378
1389,300040.XSHE,2017-09-29,22.2437,2.2612,2.3883,113.8681
1390,300041.XSHE,2017-09-29,50.4062,2.926,4.1314,18.304000000000002
1391,300042.XSHE,2017-09-29,105.344,5.7062,5.8328,3345.9136
1392,300043.XSHE,2017-09-29,27.6269,3.9703,3.4941,675.9615
1393,300044.XSHE,2017-09-29,66.0172,5.0435,6.2394,69.8832
1394,300045.XSHE,2017-09-29,126.2465,5.5282,15.8464,630.3549
1395,300046.XSHE,2017-09-29,52.6868,3.5872,9.7737,-321.5098
1396,300047.XSHE,2017-09-29,40.7812,2.546,1.9373,-102.7497
1397,300048.XSHE,2017-09-29,49.0683,2.4217,4.2668,-66.4141
1398,300049.XSHE,2017-09-29,36.5287,2.8027,4.8277,-41.028
1399,300050.XSHE,2017-09-29,46.7138,2.2908,8.844,-20.8676
1400,300051.XSHE,2017-09-29,94.6434,4.5043,13.2352,-96.0389
1401,300052.XSHE,2017-09-29,-89.4881,6.2854,11.6776,-24.9551
1402,300053.XSHE,2017-09-29,83.9696,5.0017,13.784,429.9711
1403,300054.XSHE,2017-09-29,30.8843,2.6913,5.6238,21.5041
1404,300055.XSHE,2017-09-29,52.5923,3.0232,8.6555,-20.6604
1405,300056.XSHE,2017-09-29,-22.9734,2.1841,4.0782,19.7954
1406,300057.XSHE,2017-09-29,59.727,2.2346,2.0522,-24.448
1407,300058.XSHE,2017-09-29,27.7095,2.1437,1.1839,24.6701
1408,300059.XSHE,2017-09-29,93.104,4.5498,26.0158,-56.6789
1409,300061.XSHE,2017-09-29,47.2568,2.7279,6.0786,24.2511
1410,300062.XSHE,2017-09-29,54.7143,3.6969,4.1325,8.0193
1411,300063.XSHE,2017-09-29,34.6204,2.2758,0.8783,40.6827
1412,300064.XSHE,2017-09-29,105.7253,2.4353,16.5028,33.7049
1413,300065.XSHE,2017-09-29,79.5446,5.8595,10.36,20.0363
1414,300066.XSHE,2017-09-29,57.4865,4.0321,9.3489,-14.5124
1415,300067.XSHE,2017-09-29,53.6584,4.3127,3.7299,-67.2273
1416,300068.XSHE,2017-09-29,48.2585,2.1642,2.0207,-7.6629
1417,300069.XSHE,2017-09-29,310.0037,8.9396,14.3716,-6805.4341
1418,300070.XSHE,2017-09-29,26.7526,3.5166,5.9785,172.8127
1419,300071.XSHE,2017-09-29,53.836999999999996,4.6436,1.6269999999999998,-211.5124
1420,300072.XSHE,2017-09-29,27.204,7.3764,2.3146,-245.0834
1421,300073.XSHE,2017-09-29,57.3202,7.9918,7.3646,68.0376
1422,300074.XSHE,2017-09-29,59.7935,3.7680000000000002,9.7919,181.1825
1423,300075.XSHE,2017-09-29,60.2063,4.5173,8.5463,-206.0832
1424,300076.XSHE,2017-09-29,-89.1707,3.4305,29.0319,174.5055
1425,300077.XSHE,2017-09-29,89.2615,2.9258,11.5885,-68.4907
1426,300078.XSHE,2017-09-29,58.6903,5.79,10.1773,182.6195
1427,300079.XSHE,2017-09-29,39.6712,2.1393,5.0723,59.2632
1428,300080.XSHE,2017-09-29,-20.9402,1.3991,2.3345,-13.0521
1429,300081.XSHE,2017-09-29,114.2715,3.5138,18.7803,8.8373
1430,300082.XSHE,2017-09-29,40.9042,1.864,1.0323,-429.2046
1431,300083.XSHE,2017-09-29,32.797,2.343,2.1326,-150.0427
1432,300084.XSHE,2017-09-29,612.1697,2.0837,12.8387,40.5075
1433,300085.XSHE,2017-09-29,156.3096,8.9938,11.3345,124.1766
1434,300086.XSHE,2017-09-29,104.2548,3.0696,12.1456,-68.3435
1435,300087.XSHE,2017-09-29,168.576,7.2613,6.1682,-265.8155
1436,300088.XSHE,2017-09-29,40.016,4.9805,1.6704,-54.1806
1437,300089.XSHE,2017-09-29,45.1315,3.6766,13.6058,19.1634
1438,300090.XSHE,2017-09-29,161.3794,2.8683,8.7258,242.2203
1439,300091.XSHE,2017-09-29,116.35799999999999,6.896,8.645,339.9126
1440,300092.XSHE,2017-09-29,115.3574,5.7568,7.7454,-39.4431
1441,300093.XSHE,2017-09-29,247.3906,3.7437,8.2463,-10.8211
1442,300094.XSHE,2017-09-29,33.9655,2.8408,1.5552,6237.0811
1443,300095.XSHE,2017-09-29,79.9768,2.9929,6.5272,-22.0894
1444,300096.XSHE,2017-09-29,-214.0008,10.1563,12.9403,-2946.2878
1445,300097.XSHE,2017-09-29,86.5419,4.5523,11.2524,-254.8708
1446,300098.XSHE,2017-09-29,42.6229,4.0449,10.4736,36.549
1447,300099.XSHE,2017-09-29,162.0019,3.4266,20.4509,44.8622
1448,300100.XSHE,2017-09-29,30.8176,3.8324,2.6861,-33518.8359
1449,300101.XSHE,2017-09-29,425.6461,9.8613,21.7595,-117.7612
1450,300102.XSHE,2017-09-29,40.7807,2.457,5.0381,-75.9819
1451,300103.XSHE,2017-09-29,140.1659,4.8739,14.9772,-22.5463
1452,300104.XSHE,2017-09-29,-166.9207,4.5274,3.4943,-24.2166
1453,300105.XSHE,2017-09-29,-30.3538,1.8857,7.2777,-5.8172
1454,300106.XSHE,2017-09-29,-28.8139,2.2121,3.1027,56.1603
1455,300107.XSHE,2017-09-29,124.4008,4.0339,9.9531,-49.691
1456,300108.XSHE,2017-09-29,29.3478,3.2132,7.6384,-228656.7812
1457,300109.XSHE,2017-09-29,89.3434,6.2848,18.4568,-74.6753
1458,300110.XSHE,2017-09-29,374.9433,7.5208,8.7823,232.5109
1459,300111.XSHE,2017-09-29,-335.0663,3.5469999999999997,3.0478,38.7807
1460,300112.XSHE,2017-09-29,103.3119,4.0523,6.2384,56.9936
1461,300113.XSHE,2017-09-29,26.8379,4.7894,7.8265,111.7202
1462,300114.XSHE,2017-09-29,64.7719,5.2468,6.2551,90.4459
1463,300115.XSHE,2017-09-29,44.4141,7.4479999999999995,4.4142,966.0098
1464,300116.XSHE,2017-09-29,27.679000000000002,3.2512,2.8222,55.3307
1465,300117.XSHE,2017-09-29,82.9461,3.9385,2.2333,35.6612
1466,300118.XSHE,2017-09-29,25.7903,1.7934,1.2956,4.7205
1467,300119.XSHE,2017-09-29,39.5964,2.8841,5.5132,280.0167
1468,300120.XSHE,2017-09-29,114.8791,4.4388,4.484,-78.7004
1469,300121.XSHE,2017-09-29,25.7175,6.2686,3.1646,-36.687
1470,300122.XSHE,2017-09-29,222.9347,16.0117,60.6139,-794.8279
1471,300123.XSHE,2017-09-29,210.8935,3.9765,7.5774,171.8906
1472,300124.XSHE,2017-09-29,49.5119,10.1111,11.6453,4180.146
1473,300125.XSHE,2017-09-29,-61.3647,3.1983,20.6043,113.2259
1474,300126.XSHE,2017-09-29,-2671.8711,2.3543,4.9854,70.4366
1475,300127.XSHE,2017-09-29,39.0007,6.0738,14.7296,99.2772
1476,300128.XSHE,2017-09-29,96.5811,4.2918,2.6454,98.5111
1477,300129.XSHE,2017-09-29,25.3195,2.5246,3.3154,43.4658
1478,300130.XSHE,2017-09-29,36.7874,3.2838,4.5586,-154.2837
1479,300131.XSHE,2017-09-29,48.7895,4.7428,1.4226,107.1647
1480,300132.XSHE,2017-09-29,54.3095,4.8566,5.0363,-104.488
1481,300133.XSHE,2017-09-29,40.0784,2.8976,4.154,-39.2415
1482,300134.XSHE,2017-09-29,-1216.0216,2.5387,6.8373,13.0696
1483,300135.XSHE,2017-09-29,144.6883,3.5499,2.7205,19.0491
1484,300136.XSHE,2017-09-29,53.5532,18.2794,13.4318,81.8455
1485,300137.XSHE,2017-09-29,79.5994,6.2667,10.7997,-69.8733
1486,300138.XSHE,2017-09-29,39.7051,3.0426,1.9975,-70.0674
1487,300139.XSHE,2017-09-29,129.9437,2.1316,10.5525,15.2379
1488,300140.XSHE,2017-09-29,57.8819,4.7025,3.7266,-170.4047
1489,300141.XSHE,2017-09-29,140.8975,5.9505,8.7291,-957.7872
1490,300142.XSHE,2017-09-29,136.8185,8.2072,46.7017,-31.6614
1491,300143.XSHE,2017-09-29,69.295,3.725,21.8625,40.8529
1492,300144.XSHE,2017-09-29,27.3632,3.9984,9.5388,-128.5686
1493,300145.XSHE,2017-09-29,33.5523,4.7607,6.112,-1601.7598
1494,300146.XSHE,2017-09-29,26.43,4.1059,7.8259,19.476
1495,300147.XSHE,2017-09-29,106.8746,1.9053,3.0306,-250.0755
1496,300148.XSHE,2017-09-29,34.5851,2.1998,10.7718,10.2695
1497,300149.XSHE,2017-09-29,85.2343,7.1643,21.3458,15.207
1498,300150.XSHE,2017-09-29,54.3433,2.5737,7.9395,-11.8741
1499,300151.XSHE,2017-09-29,193.9952,5.942,8.187000000000001,60.7346
1500,300152.XSHE,2017-09-29,-40.4142,3.4711,7.3972,-15.7494
1501,300153.XSHE,2017-09-29,99.988,5.2575,5.3907,-52.4261
1502,300154.XSHE,2017-09-29,46.3231,2.546,6.0273,26.5056
1503,300155.XSHE,2017-09-29,666.6141,3.674,5.2301,-36.7995
1504,300156.XSHE,2017-09-29,28.5062,8.6422,6.005,28.8405
1505,300157.XSHE,2017-09-29,62.0233,2.301,3.7511,-26.9127
1506,300158.XSHE,2017-09-29,25.7729,1.5832,2.2505,30.4803
1507,300159.XSHE,2017-09-29,55.4462,3.0555,8.9083,-68.5393
1508,300160.XSHE,2017-09-29,32.228,3.9389,4.1105,56.1424
1509,300161.XSHE,2017-09-29,61.0007,2.8652,3.4185,15.5824
1510,300162.XSHE,2017-09-29,134.3815,3.1343,5.5441,-35.2321
1511,300163.XSHE,2017-09-29,94.7976,5.0014,4.8582,-210.4833
1512,300164.XSHE,2017-09-29,72.1297,1.7438,4.6479,-31.9308
1513,300165.XSHE,2017-09-29,60.3734,2.3852,7.1639,-20.3864
1514,300166.XSHE,2017-09-29,43.5904,3.9215,11.4772,-12.0279
1515,300167.XSHE,2017-09-29,101.3882,6.7438,8.1919,-56.223
1516,300168.XSHE,2017-09-29,58.3589,6.3148,6.416,-94.2774
1517,300169.XSHE,2017-09-29,149.7595,2.011,2.9513,79.0162
1518,300170.XSHE,2017-09-29,37.5308,4.5845,5.1261,-204.1356
1519,300171.XSHE,2017-09-29,39.9218,2.4088,5.0046,56.4583
1520,300172.XSHE,2017-09-29,40.6048,4.2399,7.1645,-36.4184
1521,300173.XSHE,2017-09-29,87.9039,4.1137,9.1357,19.0307
1522,300174.XSHE,2017-09-29,134.6652,12.6269,9.5386,348.441
1523,300175.XSHE,2017-09-29,66.2621,4.8811,8.811,-88.4721
1524,300176.XSHE,2017-09-29,129.7072,13.7889,5.6237,58.6006
1525,300177.XSHE,2017-09-29,199.9699,3.2235,6.141,127.6967
1526,300178.XSHE,2017-09-29,35.6984,3.7048,4.3473,18.8497
1527,300179.XSHE,2017-09-29,56.2597,4.4312,13.769,-21.0256
1528,300180.XSHE,2017-09-29,106.4602,3.2342,8.3881,56.7172
1529,300181.XSHE,2017-09-29,72.0356,3.3306,5.5561,-25.2503
1530,300182.XSHE,2017-09-29,23.0822,2.6555,6.689,74.1967
1531,300183.XSHE,2017-09-29,28.2012,3.8912,10.0452,-590.1636
1532,300184.XSHE,2017-09-29,50.9061,2.2458,2.0128,86.4908
1533,300185.XSHE,2017-09-29,47.3664,1.7858,3.2487,-5.2047
1534,300187.XSHE,2017-09-29,51.0874,4.7695,4.7049,-245.8377
1535,300188.XSHE,2017-09-29,45.2744,4.5839,7.8259,300.9248
1536,300189.XSHE,2017-09-29,228.5044,2.9645,3.1315,-68.0009
1537,300190.XSHE,2017-09-29,54.0786,1.7817,6.4965,-48.656000000000006
1538,300191.XSHE,2017-09-29,-795.2752,7.3539,145.1609,-1035.7509
1539,300192.XSHE,2017-09-29,123.6779,4.7394,6.99,79.0038
1540,300193.XSHE,2017-09-29,37.3,2.0314,5.7203,11.3661
