,code,day,pe_ratio,pb_ratio,ps_ratio,pcf_ratio
1745,300399.XSHE,2017-09-29,-455.7006,7.4466,9.9323,-28.7299
1746,300400.XSHE,2017-09-29,61.175,8.6038,9.787,-558.7755
1747,300401.XSHE,2017-09-29,82.2372,10.3632,21.069000000000003,-263.0865
1748,300402.XSHE,2017-09-29,-79.7771,5.3857,8.5877,-60.6488
1749,300403.XSHE,2017-09-29,31.0256,4.0102,7.4787,64.3965
1750,300404.XSHE,2017-09-29,803.4219,7.6339999999999995,32.8082,-133.3688
1751,300405.XSHE,2017-09-29,96.6071,2.6469,2.6826,-54.1555
1752,300406.XSHE,2017-09-29,28.8246,5.534,11.3284,-72.1893
1753,300407.XSHE,2017-09-29,46.9037,4.8131,3.5797,124.8204
1754,300408.XSHE,2017-09-29,43.115,8.1581,15.5063,133.8535
1755,300409.XSHE,2017-09-29,93.5363,9.4199,12.4022,30.7587
1756,300410.XSHE,2017-09-29,58.9412,4.2271,8.6995,110.581
1757,300411.XSHE,2017-09-29,157.8552,10.4659,18.3723,-980.0402
1758,300412.XSHE,2017-09-29,59.2895,4.433,9.5673,20.5463
1759,300413.XSHE,2017-09-29,139.6341,5.0069,2.9035,-21.483
1760,300414.XSHE,2017-09-29,104.4225,5.3872,14.3441,-33.1275
1761,300415.XSHE,2017-09-29,31.4796,6.472,3.4808,-181.3722
1762,300416.XSHE,2017-09-29,62.1845,7.2326,8.0167,119.1966
1763,300417.XSHE,2017-09-29,57.7762,5.5665,11.6382,-24.0413
1764,300418.XSHE,2017-09-29,45.5888,7.7476,10.4309,248.88
1765,300419.XSHE,2017-09-29,68.0264,2.951,8.4437,-26.9654
1766,300420.XSHE,2017-09-29,57.2594,4.1701,7.605,-130.4762
1767,300421.XSHE,2017-09-29,49.8957,3.0005,6.2228,27.4264
1768,300422.XSHE,2017-09-29,70.5276,6.4138,6.0896,32.5406
1769,300423.XSHE,2017-09-29,125.9326,6.14,12.5167,-292.7515
1770,300424.XSHE,2017-09-29,108.0957,7.6585,14.7964,-62.2507
1771,300425.XSHE,2017-09-29,57.4883,2.9895,7.1632,25.3387
1772,300426.XSHE,2017-09-29,61.1434,10.5458,13.3996,223.83700000000002
1773,300427.XSHE,2017-09-29,62.4476,7.5487,11.9095,20.7037
1774,300428.XSHE,2017-09-29,77.3602,8.6154,5.3118,3639.3745
1775,300429.XSHE,2017-09-29,46.8533,6.2245,10.9479,-144.8174
1776,300430.XSHE,2017-09-29,68.3172,2.6648,9.4583,22.7342
1777,300431.XSHE,2017-09-29,135.0013,7.4263,3.3893,-56.6879
1778,300432.XSHE,2017-09-29,37.3867,3.4735,7.1542,348.1469
1779,300433.XSHE,2017-09-29,59.4626,5.3351,4.1322,134.2759
1780,300434.XSHE,2017-09-29,229.1718,1.8683,27.6205,20.9506
1781,300435.XSHE,2017-09-29,65.9387,5.5157,10.113,93.9853
1782,300436.XSHE,2017-09-29,108.28,10.434000000000001,18.2626,-60.4126
1783,300437.XSHE,2017-09-29,69.0774,3.299,6.7583,25.2059
1784,300438.XSHE,2017-09-29,46.9963,4.7917,5.6647,52.3319
1785,300439.XSHE,2017-09-29,37.9023,4.6257,5.0742,67.5726
1786,300440.XSHE,2017-09-29,39.3646,4.9469,9.3716,3024.8047
1787,300441.XSHE,2017-09-29,71.5828,6.0805,10.1555,-144.0495
1788,300442.XSHE,2017-09-29,457.0628,2.8316,4.3145,-26.2218
1789,300443.XSHE,2017-09-29,24.0036,3.3673,7.435,21.4797
1790,300444.XSHE,2017-09-29,79.0169,6.2275,6.2749,-52.4946
1791,300445.XSHE,2017-09-29,68.6416,7.9385,17.7594,51.3202
1792,300446.XSHE,2017-09-29,35.8692,7.1776,14.5556,-69.4575
1793,300447.XSHE,2017-09-29,66.7359,6.1267,13.7366,220.5958
1794,300448.XSHE,2017-09-29,40.2363,5.221,8.8333,-35.113
1795,300449.XSHE,2017-09-29,283.7242,3.6655,7.2281,-47.3168
1796,300450.XSHE,2017-09-29,85.6368,17.6954,24.479,81.6657
1797,300451.XSHE,2017-09-29,70.5839,3.7298,8.2213,-43.5289
1798,300452.XSHE,2017-09-29,54.8016,6.1689,8.6072,53.0208
1799,300453.XSHE,2017-09-29,88.5495,5.9718,9.4696,-501.3907
1800,300455.XSHE,2017-09-29,70.0264,7.6813,16.8982,29.3277
1801,300456.XSHE,2017-09-29,117.0319,5.557,14.7664,269.0918
1802,300457.XSHE,2017-09-29,60.684,9.5665,8.6857,-717.9662
1803,300458.XSHE,2017-09-29,128.7461,5.4194,8.8671,332.2244
1804,300459.XSHE,2017-09-29,58.4444,3.9160000000000004,16.7093,-19.4376
1805,300460.XSHE,2017-09-29,129.6392,4.4299,8.3245,-468.217
1806,300461.XSHE,2017-09-29,186.0791,14.4412,11.6993,-137.0968
1807,300462.XSHE,2017-09-29,124.2381,9.0242,19.5904,-2567.4253
1808,300463.XSHE,2017-09-29,42.0241,6.0722,8.59,93.9959
1809,300464.XSHE,2017-09-29,63.3567,4.7146,4.9162,68.1616
1810,300465.XSHE,2017-09-29,209.1667,4.5446,4.3566,-37.2787
1811,300466.XSHE,2017-09-29,146.5995,7.622999999999999,21.6765,-221.4547
1812,300467.XSHE,2017-09-29,160.8472,14.1337,47.6723,-198.8854
1813,300468.XSHE,2017-09-29,52.0871,4.8751,10.1333,447.1293
1814,300469.XSHE,2017-09-29,112.2577,7.9442,6.3599,50.5014
1815,300470.XSHE,2017-09-29,38.5708,4.5644,10.5339,47.3926
1816,300471.XSHE,2017-09-29,37.4624,3.7349,4.8832,-19.7141
1817,300472.XSHE,2017-09-29,156.737,6.9882,9.6833,-48.068000000000005
1818,300473.XSHE,2017-09-29,47.0501,3.3619,4.716,-7.0654
1819,300474.XSHE,2017-09-29,122.6251,13.3885,41.4458,-192.2529
1820,300475.XSHE,2017-09-29,42.437,2.7948,6.8419,-18.9873
1821,300476.XSHE,2017-09-29,42.9966,4.3192,5.2524,-105.0794
1822,300477.XSHE,2017-09-29,99.932,6.6259,6.4656,-56.9445
1823,300478.XSHE,2017-09-29,90.928,5.9156,5.4987,-43.4845
1824,300479.XSHE,2017-09-29,210.2824,11.1706,14.4706,-59.3426
1825,300480.XSHE,2017-09-29,90.1924,4.7133,20.5404,-112.5033
1826,300481.XSHE,2017-09-29,67.0508,9.7486,10.2181,85.9388
1827,300482.XSHE,2017-09-29,74.7382,14.0476,17.3934,-151.9765
1828,300483.XSHE,2017-09-29,154.6111,4.9964,5.7542,98.3702
1829,300484.XSHE,2017-09-29,42.9834,10.4926,9.5286,106.5653
1830,300485.XSHE,2017-09-29,31.0371,3.3604,12.4867,-321.6684
1831,300486.XSHE,2017-09-29,484.9018,5.0925,7.6897,-29.570999999999998
1832,300487.XSHE,2017-09-29,43.4222,5.0871,10.083,73.6781
1833,300488.XSHE,2017-09-29,41.2886,4.0941,13.513,-39.9392
1834,300489.XSHE,2017-09-29,67.5221,4.6289,14.3345,-95.9668
1835,300490.XSHE,2017-09-29,77.8251,5.6819,6.8991,-107.9625
1836,300491.XSHE,2017-09-29,277.3411,11.1716,22.0481,204.6897
1837,300492.XSHE,2017-09-29,184.4769,13.0194,24.7763,-835.1933
1838,300493.XSHE,2017-09-29,93.9611,10.7206,2.9476,164.5268
1839,300494.XSHE,2017-09-29,44.1416,5.4538,12.2413,-60.2254
1840,300495.XSHE,2017-09-29,36.6709,3.4019999999999997,5.8739,45.0643
1841,300496.XSHE,2017-09-29,151.1141,12.8393,16.2878,318.3336
1842,300497.XSHE,2017-09-29,28.5009,6.2053,6.1458,29.1751
1843,300498.XSHE,2017-09-29,17.6183,4.0815,2.0009,-242.6944
1844,300499.XSHE,2017-09-29,64.50399999999999,5.4817,6.1374,151.6821
1845,300500.XSHE,2017-09-29,88.0531,7.7777,12.738,-21.6923
1846,300501.XSHE,2017-09-29,44.9876,5.09,8.7562,-55.9793
1847,300502.XSHE,2017-09-29,66.62,7.7198,9.881,-98.49600000000001
1848,300503.XSHE,2017-09-29,63.8514,6.617000000000001,12.4218,-98.867
1849,300505.XSHE,2017-09-29,72.5796,7.2059,6.2376,-555.665
1850,300506.XSHE,2017-09-29,58.1984,13.9562,15.5586,-261.8832
1851,300507.XSHE,2017-09-29,47.2318,6.0031,8.0567,-27.0477
1852,300508.XSHE,2017-09-29,78.4678,9.5063,25.8903,-17.3114
1853,300509.XSHE,2017-09-29,48.4288,4.6609,5.7578,-23.8202
1854,300510.XSHE,2017-09-29,102.8429,3.2832,16.4357,-52.9212
1855,300511.XSHE,2017-09-29,47.6041,4.7094,6.0497,-648.3423
1856,300512.XSHE,2017-09-29,30.8354,4.0557,8.0647,-7.3166
1857,300513.XSHE,2017-09-29,114.6462,8.6276,10.013,-81.1769
1858,300514.XSHE,2017-09-29,57.8534,7.4094,6.551,17.2878
1859,300515.XSHE,2017-09-29,97.1661,7.1071,15.2104,-17.5326
1860,300516.XSHE,2017-09-29,62.3183,6.8919,18.3806,-17.188
1861,300517.XSHE,2017-09-29,68.4588,4.3465,7.2537,18.5497
1862,300518.XSHE,2017-09-29,61.8222,5.4455,30.406999999999996,-17.441
1863,300519.XSHE,2017-09-29,34.062,6.3118,12.4465,-36.3014
1864,300520.XSHE,2017-09-29,140.8363,14.0381,11.0625,20.1531
1865,300521.XSHE,2017-09-29,58.9173,6.1746,15.3706,-18.8097
1866,300522.XSHE,2017-09-29,54.2347,6.4874,12.2581,-18.9865
1867,300523.XSHE,2017-09-29,116.2971,8.9648,13.3838,246.9246
1868,300525.XSHE,2017-09-29,96.3016,6.636,18.912,22.08
1869,300526.XSHE,2017-09-29,106.7681,8.5745,11.3864,359.6288
1870,300527.XSHE,2017-09-29,62.3634,6.0754,5.358,12.7009
1871,300528.XSHE,2017-09-29,54.3104,3.2238,3.8211,41.0057
1872,300529.XSHE,2017-09-29,54.6726,10.9393,22.3815,19.4859
1873,300530.XSHE,2017-09-29,56.6139,7.3398,21.6523,-38.494
1874,300531.XSHE,2017-09-29,81.7522,9.9038,15.4378,52.9457
1875,300532.XSHE,2017-09-29,92.5235,5.8843,10.5316,32.2357
1876,300533.XSHE,2017-09-29,63.993,5.1073,21.7346,246.8811
1877,300534.XSHE,2017-09-29,115.3912,5.9471,15.24,-179.0748
1878,300535.XSHE,2017-09-29,42.8519,3.9763,7.9863,40.455
1879,300536.XSHE,2017-09-29,53.018,5.6231,6.8776,14.3691
1880,300537.XSHE,2017-09-29,83.0603,2.3899,13.0219,48.0963
1881,300538.XSHE,2017-09-29,128.609,6.2682,2.7054,23.3356
1882,300539.XSHE,2017-09-29,69.5781,7.5427,6.4672,15.5355
1883,300540.XSHE,2017-09-29,131.08700000000002,3.6287,8.6018,120.7515
1884,300541.XSHE,2017-09-29,72.1468,5.28,3.9126,34.92
1885,300542.XSHE,2017-09-29,95.9904,5.7329,6.7907,78.812
1886,300543.XSHE,2017-09-29,56.799,7.5586,4.5604,21.4517
1887,300545.XSHE,2017-09-29,97.1624,9.4387,13.5931,36.1565
1888,300546.XSHE,2017-09-29,54.7178,6.2548,10.9447,31.6907
1889,300547.XSHE,2017-09-29,37.8851,5.3143,6.1945,25.5651
1890,300548.XSHE,2017-09-29,66.2579,8.8972,14.7327,-269.6993
1891,300549.XSHE,2017-09-29,52.1781,8.1961,8.6377,44.3986
1892,300550.XSHE,2017-09-29,70.1364,6.7657,13.2191,58.5171
1893,300551.XSHE,2017-09-29,151.4304,4.9988,11.1312,34.1795
1894,300552.XSHE,2017-09-29,85.3237,4.9113,6.2514,196.5484
1895,300553.XSHE,2017-09-29,98.3771,7.8181,24.2265,72.179
1896,300554.XSHE,2017-09-29,94.2549,10.0794,22.7843,29.9406
1897,300555.XSHE,2017-09-29,78.6197,6.3591,9.4007,-171.96099999999998
1898,300556.XSHE,2017-09-29,139.7457,8.6783,7.4208,-114.1605
1899,300557.XSHE,2017-09-29,75.9551,6.2661,12.6452,27.0278
1900,300558.XSHE,2017-09-29,75.2108,11.0875,21.7569,133.5399
1901,300559.XSHE,2017-09-29,57.2324,5.3674,19.5698,-162.7696
1902,300560.XSHE,2017-09-29,116.1857,10.3249,13.4282,152.9334
1903,300561.XSHE,2017-09-29,57.9362,5.806,18.684,-120.2063
1904,300562.XSHE,2017-09-29,145.2162,9.1078,5.4196,247.2065
1905,300563.XSHE,2017-09-29,80.7937,7.3836,9.7773,64.8076
1906,300565.XSHE,2017-09-29,86.0216,6.629,7.1994,131.5411
1907,300566.XSHE,2017-09-29,71.3448,6.4911,7.0459,81.6223
1908,300567.XSHE,2017-09-29,71.1931,10.5914,14.183,30.4211
1909,300568.XSHE,2017-09-29,65.127,7.0484,17.4164,12.7744
1910,300569.XSHE,2017-09-29,43.6315,3.0035,6.6412,12.5564
1911,300570.XSHE,2017-09-29,54.631,5.3056,12.6697,167.1159
1912,300571.XSHE,2017-09-29,71.5441,18.1608,7.2396,56.9475
1913,300572.XSHE,2017-09-29,57.4982,6.8175,10.041,121.7123
1914,300573.XSHE,2017-09-29,52.7728,4.9797,7.5385,2211.5403
1915,300575.XSHE,2017-09-29,44.1921,4.6373,3.9373,17.3982
1916,300576.XSHE,2017-09-29,79.8508,7.4487,8.6412,71.4475
1917,300577.XSHE,2017-09-29,60.2696,11.3954,7.1165,39.7598
1918,300578.XSHE,2017-09-29,113.0381,11.9576,12.417,177.5194
1919,300579.XSHE,2017-09-29,59.4577,9.4619,9.9223,36.6224
1920,300580.XSHE,2017-09-29,34.7547,3.7069,7.4741,575.2168
1921,300581.XSHE,2017-09-29,82.2778,7.9336,20.7512,51.2246
1922,300582.XSHE,2017-09-29,88.1233,4.8081,6.7915,242.7466
1923,300583.XSHE,2017-09-29,66.7018,3.137,8.3487,89.4766
1924,300584.XSHE,2017-09-29,53.464,5.9248,8.5867,21.3814
1925,300585.XSHE,2017-09-29,57.5465,7.6662,8.5554,20.3959
1926,300586.XSHE,2017-09-29,58.7387,5.143,6.8612,-4342.4111
1927,300587.XSHE,2017-09-29,44.2054,3.388,10.1571,31.4155
1928,300588.XSHE,2017-09-29,74.4846,12.3196,5.8631,118.5784
1929,300589.XSHE,2017-09-29,81.7692,12.463,8.1113,39.764
1930,300590.XSHE,2017-09-29,48.3671,6.7984,16.5189,22.9923
1931,300591.XSHE,2017-09-29,100.8024,8.7913,7.0564,31.4066
1932,300592.XSHE,2017-09-29,67.9363,6.2734,5.1733,42.4188
1933,300593.XSHE,2017-09-29,93.3867,6.3578,9.7906,24.0337
1934,300595.XSHE,2017-09-29,51.8112,9.1089,24.9822,-42.99
1935,300596.XSHE,2017-09-29,38.1479,4.5874,3.8287,19.3338
1936,300597.XSHE,2017-09-29,111.8343,8.7799,14.8991,37.3834
1937,300598.XSHE,2017-09-29,66.2097,7.1801,6.1642,18.5166
1938,300599.XSHE,2017-09-29,46.1709,4.1285,3.3677,12.8142
1939,300600.XSHE,2017-09-29,48.8907,6.5076,12.927999999999999,34.4429
1940,300601.XSHE,2017-09-29,167.0727,16.2908,20.6118,-270.6538
1941,300602.XSHE,2017-09-29,62.478,7.0289,6.6514,20.1659
1942,300603.XSHE,2017-09-29,59.3045,8.7677,4.8516,69.1779
1943,300604.XSHE,2017-09-29,84.3157,9.8549,26.1597,31.5718
1944,300605.XSHE,2017-09-29,74.4265,7.162999999999999,8.5037,24.9091
1945,300606.XSHE,2017-09-29,56.8399,6.4316,11.3885,55.6165
1946,300607.XSHE,2017-09-29,79.6931,12.2211,13.6787,695.0946
1947,300608.XSHE,2017-09-29,58.3325,6.0256,5.2619,21.5038
1948,300609.XSHE,2017-09-29,86.9565,11.4966,25.7166,64.4917
1949,300610.XSHE,2017-09-29,51.453,5.196000000000001,5.1484,40.5507
1950,300611.XSHE,2017-09-29,58.1299,5.112,8.5583,32.6011
1951,300612.XSHE,2017-09-29,119.7691,16.6065,15.8391,36.4413
1952,300613.XSHE,2017-09-29,76.29899999999999,9.8491,23.8168,16.2132
1953,300615.XSHE,2017-09-29,72.0653,7.5234,13.9079,19.0456
1954,300616.XSHE,2017-09-29,57.1242,6.8406,3.6909,49.8918
1955,300617.XSHE,2017-09-29,54.0449,5.1374,12.2074,103.5126
1956,300618.XSHE,2017-09-29,125.8551,28.0708,27.2578,303.9585
1957,300619.XSHE,2017-09-29,90.6913,11.4003,13.0962,25.7565
1958,300620.XSHE,2017-09-29,72.1429,8.801,20.1851,176.1781
1959,300621.XSHE,2017-09-29,48.6067,3.9209,1.6983,10.8494
1960,300622.XSHE,2017-09-29,59.2382,5.9503,5.7073,20.7822
1961,300623.XSHE,2017-09-29,53.1901,6.4989,19.2158,26.2306
1962,300625.XSHE,2017-09-29,30.5726,3.9367,3.9094,31.4981
1963,300626.XSHE,2017-09-29,60.0257,6.6032,3.9607,32.2471
1964,300627.XSHE,2017-09-29,60.3713,10.4126,12.1869,20.5723
1965,300628.XSHE,2017-09-29,41.6698,8.945,19.5387,198.2282
1966,300629.XSHE,2017-09-29,159.2201,12.8701,17.0019,58.7572
1967,300630.XSHE,2017-09-29,89.4045,10.7014,25.4921,31.197
1968,300631.XSHE,2017-09-29,71.9356,6.1701,11.6908,-142.4903
1969,300632.XSHE,2017-09-29,55.5931,6.2127,7.6482,38.8824
1970,300633.XSHE,2017-09-29,63.413999999999994,11.4342,12.2335,195.5651
1971,300635.XSHE,2017-09-29,68.6411,6.6765,8.9841,26.8248
1972,300636.XSHE,2017-09-29,44.3061,4.5406,10.0502,100.9496
1973,300637.XSHE,2017-09-29,48.7642,5.648,6.9907,16.305
1974,300638.XSHE,2017-09-29,94.4337,11.8171,10.1737,180.4499
1975,300639.XSHE,2017-09-29,53.4334,4.6481,9.9528,69.3862
1976,300640.XSHE,2017-09-29,49.3827,9.4088,5.7659,15.3805
1977,300641.XSHE,2017-09-29,41.8605,4.4282,5.0578,39.0002
1978,300642.XSHE,2017-09-29,52.8451,6.8441,21.7922,11.3427
1979,300643.XSHE,2017-09-29,79.2117,8.5323,10.1626,36.7553
1980,300645.XSHE,2017-09-29,82.5922,8.222000000000001,10.2654,-1150.3434
1981,300647.XSHE,2017-09-29,58.913999999999994,5.8387,8.6398,17.6342
1982,300648.XSHE,2017-09-29,88.1616,10.7426,19.9309,75.1725
1983,300649.XSHE,2017-09-29,199.4859,19.4785,42.6591,1281.7589
1984,300650.XSHE,2017-09-29,52.6298,5.3321,7.7858,13.6298
1985,300651.XSHE,2017-09-29,61.3309,4.5314,8.5198,14.1399
1986,300652.XSHE,2017-09-29,37.2742,4.4534,6.1796,9.6632
1987,300653.XSHE,2017-09-29,63.3572,6.7794,18.2615,24.0711
1988,300654.XSHE,2017-09-29,45.4199,3.4585,3.4778,27.8062
1989,300655.XSHE,2017-09-29,88.4419,7.1579999999999995,6.2286,21.8089
1990,300656.XSHE,2017-09-29,60.5029,7.2925,22.9356,18.2305
1991,300657.XSHE,2017-09-29,80.8715,9.9651,4.2601,194.9788
1992,300658.XSHE,2017-09-29,40.9442,4.8119,4.9839,7.4268
1993,300659.XSHE,2017-09-29,65.2271,8.5884,14.7759,14.9073
1994,300660.XSHE,2017-09-29,31.8951,3.9192,4.1841,7.6465
1995,300661.XSHE,2017-09-29,53.4813,6.3328,9.4286,38.8449
1996,300662.XSHE,2017-09-29,63.5168,7.2256,4.2587,14.3587
1997,300663.XSHE,2017-09-29,78.3927,5.8787,5.3795,16.8591
1998,300665.XSHE,2017-09-29,61.4348,5.4536,8.597000000000001,13.4628
1999,300666.XSHE,2017-09-29,172.3106,19.8581,20.5712,44.722
2000,300667.XSHE,2017-09-29,95.8581,10.3702,23.1016,19.5677
2001,300668.XSHE,2017-09-29,66.455,9.4669,14.9739,18.8508
2002,300669.XSHE,2017-09-29,53.0566,5.5123,8.806000000000001,10.7731
2003,300670.XSHE,2017-09-29,52.5383,5.5667,9.3687,11.2102
2004,300671.XSHE,2017-09-29,82.6875,8.3222,10.2141,15.1227
2005,300672.XSHE,2017-09-29,109.6958,7.5161,16.0475,32.0648
2006,300673.XSHE,2017-09-29,38.5846,4.3097,6.0266,55.2636
2007,300675.XSHE,2017-09-29,166.9902,15.7476,17.9614,424.7134
2008,300676.XSHE,2017-09-29,181.4858,17.3186,37.0802,329.88699999999994
2009,300677.XSHE,2017-09-29,43.3669,4.2173,2.8138,108.9697
2010,300678.XSHE,2017-09-29,188.0304,15.1552,30.1188,-405.8587
2011,300679.XSHE,2017-09-29,35.8612,4.6324,9.1106,96.0803
2012,300680.XSHE,2017-09-29,73.2396,6.9623,12.4865,488.5322
2013,300681.XSHE,2017-09-29,71.9973,9.62,12.7022,3403.8315
2014,300682.XSHE,2017-09-29,51.0348,8.9637,12.2609,150.9401
2015,300683.XSHE,2017-09-29,37.9759,4.0097,7.5803,47.8589
2016,300685.XSHE,2017-09-29,90.9552,11.7848,24.5428,239.3976
2017,300686.XSHE,2017-09-29,63.0254,5.8562,5.5316,291.2667
2018,300687.XSHE,2017-09-29,53.9234,6.9478,7.3932,62.7665
2019,300688.XSHE,2017-09-29,108.0424,14.124,26.1455,522.6617
2020,300689.XSHE,2017-09-29,67.1711,6.8727,12.8219,503.5515
2021,300690.XSHE,2017-09-29,38.5155,4.949,7.6388,495.6678
2022,300691.XSHE,2017-09-29,64.4235,8.6434,7.584,472.4646
2023,300692.XSHE,2017-09-29,95.3159,7.6257,26.4809,-197.4329
2024,300693.XSHE,2017-09-29,78.6678,9.4438,11.0464,71.9147
2025,300695.XSHE,2017-09-29,38.8256,4.9163,13.1849,60.6714
2026,300696.XSHE,2017-09-29,58.3618,8.2004,34.2841,227.0248
2027,300697.XSHE,2017-09-29,102.088,8.2565,5.2868,-123.3263
2028,300698.XSHE,2017-09-29,168.9326,15.4752,16.3677,760.9852
2029,300699.XSHE,2017-09-29,132.1597,10.4917,41.5887,1849.3925
2030,300700.XSHE,2017-09-29,109.3428,9.3643,23.1726,-4232.8906
2031,300701.XSHE,2017-09-29,83.8221,9.7062,25.259,145.7471
2032,300702.XSHE,2017-09-29,60.1875,5.8307,6.803,675.0976
2033,300703.XSHE,2017-09-29,56.0059,7.7384,6.4687,-593.7419
2034,300706.XSHE,2017-09-29,41.6096,3.8553,8.5836,-37.5373
2035,600000.XSHG,2017-09-29,6.9322,1.0158,2.3322,-2.9443
2036,600004.XSHG,2017-09-29,18.3569,2.0401,4.2583,-15.2212
2037,600006.XSHG,2017-09-29,105.3216,2.1212,0.7999,-21.5597
2038,600007.XSHG,2017-09-29,31.4446,3.0986,7.7207,87.8565
2039,600008.XSHG,2017-09-29,50.2726,3.9965,3.4214,36.0293
2040,600009.XSHG,2017-09-29,23.6476,3.2824,9.8218,85.9633
2041,600010.XSHG,2017-09-29,190.7708,2.5715,3.0675,377.5158
2042,600011.XSHG,2017-09-29,57.8764,1.5164,0.8711,43.3296
2043,600012.XSHG,2017-09-29,22.2979,2.5782,8.22,29.8755
2044,600015.XSHG,2017-09-29,6.0378,0.8565,1.7964,-1.0056
2045,600016.XSHG,2017-09-29,6.0075,0.8488,1.9799,-2.0372
2046,600017.XSHG,2017-09-29,53.4231,1.2368,2.9166,50.2407
2047,600018.XSHG,2017-09-29,20.9652,2.6994,4.7466,-210.1728
2048,600019.XSHG,2017-09-29,14.3357,1.0786,0.6556,388.655
2049,600020.XSHG,2017-09-29,10.4407,1.3113,2.2175,-104.1792
2050,600021.XSHG,2017-09-29,49.1834,2.3714,1.3937,-23.127
2051,600022.XSHG,2017-09-29,-835.5814,1.6273,0.4554,-24.4159
2052,600023.XSHG,2017-09-29,16.1838,1.2546,1.6551,-69.2205
2053,600026.XSHG,2017-09-29,26.8452,0.9661,2.6978,12.2612
2054,600027.XSHG,2017-09-29,87.2968,1.0908,0.6161,-20.3774
2055,600028.XSHG,2017-09-29,13.1653,1.041,0.3221,12.7838
2056,600029.XSHG,2017-09-29,17.7849,1.8921,0.6893,-40.48
2057,600030.XSHG,2017-09-29,21.932,1.5804,5.7194,-7.2435
2058,600031.XSHG,2017-09-29,47.7095,2.4659,1.8701,-39.5719
2059,600033.XSHG,2017-09-29,14.2717,1.2538,4.2066,152.6517
2060,600035.XSHG,2017-09-29,20.2619,1.7483,5.6374,30.5109
2061,600036.XSHG,2017-09-29,9.747,1.5365,3.0865,29.0073
2062,600037.XSHG,2017-09-29,29.4024,1.6312,7.742999999999999,9.9332
2063,600038.XSHG,2017-09-29,61.6966,3.7375,2.0993,37.1694
2064,600039.XSHG,2017-09-29,15.6634,1.3567,0.5998,-535.0236
2065,600048.XSHG,2017-09-29,9.4058,1.3484,0.8003,6.7021
2066,600050.XSHG,2017-09-29,323.6153,2.0065,0.578,12.5698
2067,600051.XSHG,2017-09-29,20.224,1.5477,0.6116,-33.2014
2068,600052.XSHG,2017-09-29,-44.2662,2.0463,2.9286,50.364
2069,600053.XSHG,2017-09-29,23.4787,8.7954,10.5657,-134.2211
2070,600054.XSHG,2017-09-29,34.7026,3.1469,7.593999999999999,-74.5953
2071,600055.XSHG,2017-09-29,120.4997,4.7507,10.9752,50.4299
2072,600056.XSHG,2017-09-29,23.9534,3.5658,0.9346,-93.6451
2073,600057.XSHG,2017-09-29,20.9488,1.7798,0.0743,8.4436
2074,600058.XSHG,2017-09-29,-228.4421,2.9410000000000003,0.2858,1116.4532
2075,600059.XSHG,2017-09-29,58.0797,2.011,5.0126,83.488
2076,600060.XSHG,2017-09-29,14.5386,1.5707,0.6402,-5.7813
2077,600061.XSHG,2017-09-29,27.1033,2.2211,6.9465,-8.826
2078,600062.XSHG,2017-09-29,22.8325,2.5901,3.1966,-1002.044
2079,600063.XSHG,2017-09-29,70.5105,1.7516,2.1515,12.6421
2080,600064.XSHG,2017-09-29,17.3345,1.1535,4.4592,-26.1983
2081,600066.XSHG,2017-09-29,15.0721,4.4733,1.7075,33.9633
2082,600067.XSHG,2017-09-29,13.8277,1.5403,1.4823,-5.5271
2083,600068.XSHG,2017-09-29,12.962,2.0466,0.43,8.8728
2084,600069.XSHG,2017-09-29,-33.0939,5.7224,4.6046,61.7292
2085,600070.XSHG,2017-09-29,28.8397,2.5106,4.1656,59.7773
2086,600071.XSHG,2017-09-29,-46.1262,12.609000000000002,6.0297,-106.4237
2087,600072.XSHG,2017-09-29,-736.9972,3.8179,2.9364,33.8573
2088,600073.XSHG,2017-09-29,27.1131,2.5739,0.4637,17.5294
2089,600074.XSHG,2017-09-29,30.4614,5.3229999999999995,5.0918,57.7772
2090,600075.XSHG,2017-09-29,16.0696,2.1876,1.8071,-8.6875
2091,600076.XSHG,2017-09-29,26.2649,3.4974,7.7736,-61.6176
2092,600077.XSHG,2017-09-29,-20.3415,1.6311,1.3322,-5.0697
2093,600078.XSHG,2017-09-29,75.1295,2.2197,1.2569,6.0672
2094,600079.XSHG,2017-09-29,29.8121,2.6854,1.7280000000000002,-43.0193
2095,600080.XSHG,2017-09-29,126.0793,3.3471,4.9892,-72.7489
2096,600081.XSHG,2017-09-29,30.8141,3.5658,0.7747,49.9748
2097,600082.XSHG,2017-09-29,-56.0231,2.3318,8.4337,50.4847
2098,600083.XSHG,2017-09-29,-4366.4287,85.2249,56.1984,-662.7794
2099,600084.XSHG,2017-09-29,696.7695,3.5418,25.6175,16.2582
2100,600085.XSHG,2017-09-29,45.8376,5.7648,3.4985,42.0858
2101,600086.XSHG,2017-09-29,55.3985,4.4927,2.1258,2610.5576
2102,600088.XSHG,2017-09-29,-77.0112,5.2201,8.9964,28.459
2103,600089.XSHG,2017-09-29,15.6722,1.3676,0.9118,7.3469
2104,600090.XSHG,2017-09-29,23.3104,2.2812,1.2872,73.7276
2105,600091.XSHG,2017-09-29,47.2549,3.3574,68.7566,59.8172
2106,600093.XSHG,2017-09-29,18.5252,2.1777,0.8411,-38.7281
2107,600094.XSHG,2017-09-29,24.0256,1.8509,3.0747,45.4276
